Original_X,Original_Y,Original_Z,Noisy_X,Noisy_Y,Noisy_Z,Filtered_X,Filtered_Y,Filtered_Z
0.728501,1.4633,-0.00100912,0.727259,1.40894,-0.00103288,-0.154377,0.913845,-0.0832689
0.747025,1.48159,-0.00100895,0.749653,1.42319,-0.00103364,-0.154377,0.913845,-0.0832689
0.759362,1.49357,-0.00100889,0.742617,1.47149,-0.00105845,-0.115521,0.945483,-0.082658
0.79092,1.52354,-0.00100927,0.815567,1.53833,-0.000962698,-0.115521,0.945483,-0.082658
0.803742,1.53542,-0.00100979,0.777013,1.60246,-0.00100128,-0.0328933,0.925306,-0.083372
0.822953,1.55292,-0.00100814,0.849365,1.52053,-0.00100431,-0.0328933,0.925306,-0.083372
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.083594,0.909062,-0.0811872
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.083594,0.909062,-0.0811872
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.083594,0.909062,-0.0811872
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.083594,0.909062,-0.0811872
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.083594,0.909062,-0.0811872
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.083594,0.909062,-0.0811872
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.083594,0.909062,-0.0811872
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.083594,0.909062,-0.0811872
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.083594,0.909062,-0.0811872
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.083594,0.909062,-0.0811872
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.083594,0.909062,-0.0811872
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.083594,0.909062,-0.0811872
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.083594,0.909062,-0.0811872
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.083594,0.909062,-0.0811872
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.083594,0.909062,-0.0811872
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.083594,0.909062,-0.0811872
