Original_X,Original_Y,Original_Z,Noisy_X,Noisy_Y,Noisy_Z,Filtered_X,Filtered_Y,Filtered_Z
0.0713851,0.299799,-0.00101257,0.0707979,0.304169,-0.000993372,0.0681365,0.285106,0
0.0780678,0.324841,-0.00100759,0.0795118,0.336113,-0.000980057,0.0796106,0.336052,0
0.0824909,0.341412,-0.00100715,0.0832482,0.348051,-0.000999596,0.0833484,0.34799,0
0.0915053,0.375167,-0.00101102,0.0944117,0.364223,-0.00100418,0.0945139,0.36416,0
0.0982094,0.400259,-0.00101251,0.0940025,0.399193,-0.00100022,0.0988218,0.391515,0
0.104896,0.4253,-0.00100756,0.108656,0.425453,-0.000958669,0.106394,0.407869,0
0.111606,0.450424,-0.00100746,0.113931,0.450448,-0.000989074,0.105631,0.439245,0
0.118421,0.475661,-0.00101119,0.117892,0.497354,-0.00103927,0.118011,0.497288,0
0.123031,0.49226,-0.00101176,0.121803,0.487014,-0.000978213,0.12192,0.486948,0
0.132666,0.525682,-0.00100792,0.13072,0.547993,-0.00104399,0.125345,0.54266,0
0.137628,0.542178,-0.00100719,0.13866,0.54219,-0.000977236,0.138783,0.542122,0
0.148371,0.575644,-0.00101106,0.146932,0.585503,-0.00106007,0.141641,0.583545,0
0.153965,0.591954,-0.00101124,0.155855,0.605563,-0.00102429,0.155986,0.605492,0
0.165939,0.624766,-0.00100877,0.16803,0.632834,-0.000965469,0.163296,0.645651,0
0.172188,0.640859,-0.00100798,0.168801,0.643124,-0.00104003,0.168937,0.643051,0
0.182082,0.665122,-0.00100995,0.189816,0.635363,-0.00103578,0.18995,0.635287,0
0.196046,0.697232,-0.00100915,0.195628,0.681058,-0.000984739,0.195768,0.680982,0
0.21054,0.728609,-0.00100881,0.203053,0.74835,-0.00100439,0.200908,0.685713,0
0.218062,0.744389,-0.00100934,0.218211,0.730987,-0.000986076,0.218357,0.730908,0
0.233264,0.775484,-0.00100813,0.235698,0.789695,-0.00100091,0.235851,0.789614,0
0.241089,0.791113,-0.00100867,0.240663,0.814806,-0.000974474,0.240819,0.814724,0
0.252947,0.814327,-0.00100965,0.260833,0.839397,-0.000960581,0.260991,0.839312,0
0.265054,0.837405,-0.00101049,0.26768,0.796053,-0.000990261,0.267834,0.795968,0
0.273147,0.852529,-0.00100906,0.289734,0.858649,-0.00101267,0.281136,0.837559,0
0.28992,0.883148,-0.00100809,0.279564,0.902987,-0.000984355,0.279731,0.902899,0
0.30273,0.90592,-0.00100975,0.306986,0.929907,-0.00102267,0.307156,0.929816,0
0.311287,0.920821,-0.00101073,0.32466,0.900636,-0.00105683,0.312105,0.904105,0
0.328928,0.950832,-0.00100795,0.324917,0.956888,-0.00100342,0.32509,0.956795,0
0.342397,0.973164,-0.0010077,0.328112,0.983851,-0.000987548,0.328287,0.983758,0
0.356128,0.99543,-0.00101063,0.360424,1.0366,-0.000982514,0.360606,1.0365,0
0.370007,1.01743,-0.00101099,0.366056,1.06606,-0.000995365,0.366241,1.06596,0
0.37927,1.03185,-0.00100838,0.364892,0.986032,-0.00101596,0.365068,0.985934,0
0.393526,1.05364,-0.00100715,0.378002,1.07961,-0.000994574,0.378189,1.07951,0
0.413054,1.08275,-0.00101135,0.42381,1.03091,-0.00100718,0.389638,1.07411,0
0.427807,1.10419,-0.00101068,0.433582,1.07807,-0.00105528,0.433768,1.07797,0
0.442743,1.12544,-0.00100768,0.439946,1.08395,-0.00104805,0.459527,1.14565,0
0.45795,1.14664,-0.0010075,0.438615,1.20125,-0.000993017,0.438816,1.20114,0
0.473424,1.16775,-0.00101115,0.496746,1.21062,-0.000963676,0.496948,1.21051,0
0.483702,1.18154,-0.00101276,0.482245,1.23899,-0.000981035,0.48245,1.23888,0
0.504773,1.20923,-0.00100778,0.505213,1.18893,-0.00100524,0.505413,1.18882,0
0.515329,1.22281,-0.00100726,0.53329,1.18974,-0.00100754,0.53349,1.18962,0
0.537105,1.25026,-0.00101104,0.51322,1.28262,-0.000997352,0.5257,1.27621,0
0.553495,1.27045,-0.00101017,0.557702,1.30755,-0.00104886,0.557915,1.30743,0
0.570069,1.29046,-0.00100803,0.595828,1.27263,-0.00102112,0.596038,1.27251,0
0.581162,1.30361,-0.00100761,0.603561,1.29234,-0.000992563,0.603773,1.29221,0
0.60399,1.33014,-0.00101057,0.615525,1.32325,-0.00103764,0.61574,1.32312,0
0.615326,1.34306,-0.00101001,0.601149,1.29103,-0.000978097,0.60136,1.2909,0
0.644343,1.37538,-0.00100813,0.654218,1.32852,-0.00102424,0.606738,1.35606,0
0.656188,1.38825,-0.00100876,0.653671,1.32576,-0.000979823,0.633115,1.33764,0
0.673996,1.40728,-0.0010109,0.694635,1.37758,-0.00100789,0.694856,1.37744,0
0.691983,1.42614,-0.0010095,0.719778,1.4657,-0.000990026,0.72001,1.46555,0
0.70392,1.43847,-0.00100964,0.718165,1.42255,-0.000984899,0.718391,1.4224,0
0.728501,1.4633,-0.00100912,0.727259,1.40894,-0.00103288,0.727484,1.4088,0
0.740707,1.47539,-0.00101026,0.766211,1.41312,-0.0010463,0.766436,1.41297,0
0.765755,1.49972,-0.00100911,0.742617,1.47149,-0.00105845,0.728403,1.46477,0
0.784641,1.51766,-0.00100995,0.815567,1.53833,-0.000962698,0.798411,1.58387,0
0.797226,1.5294,-0.0010098,0.841038,1.47044,-0.000995423,0.84127,1.47029,0
0.822953,1.55292,-0.00100814,0.849365,1.52053,-0.00100431,0.789361,1.61207,0
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.873116,1.59407,0
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.873116,1.59407,0
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.873116,1.59407,0
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.873116,1.59407,0
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.873116,1.59407,0
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.873116,1.59407,0
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.873116,1.59407,0
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.873116,1.59407,0
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.873116,1.59407,0
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.873116,1.59407,0
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.873116,1.59407,0
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.873116,1.59407,0
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.873116,1.59407,0
0.835759,1.56441,-0.00100819,0.87287,1.59423,-0.00100844,0.873116,1.59407,0
